date,fund,return
2022-04-18,Equity Equal Weight + Sentiment,0.00107888
2022-04-19,Equity Equal Weight + Sentiment,0.01239357
2022-04-20,Equity Equal Weight + Sentiment,0.00147643
2022-04-21,Equity Equal Weight + Sentiment,-0.01253717
2022-04-22,Equity Equal Weight + Sentiment,-0.02329294
2022-04-25,Equity Equal Weight + Sentiment,-0.00250598
2022-04-26,Equity Equal Weight + Sentiment,-0.02068543
2022-04-27,Equity Equal Weight + Sentiment,0.00085627
2022-04-28,Equity Equal Weight + Sentiment,0.01837718
2022-04-29,Equity Equal Weight + Sentiment,-0.03544225
2022-05-02,Equity Equal Weight + Sentiment,0.00444168
2022-05-03,Equity Equal Weight + Sentiment,0.00628715
2022-05-04,Equity Equal Weight + Sentiment,0.03075866
2022-05-05,Equity Equal Weight + Sentiment,-0.02497162
2022-05-06,Equity Equal Weight + Sentiment,-0.00312655
2022-05-09,Equity Equal Weight + Sentiment,-0.0350252
2022-05-10,Equity Equal Weight + Sentiment,-0.00403077
2022-05-11,Equity Equal Weight + Sentiment,-0.00339308
2022-05-12,Equity Equal Weight + Sentiment,0.00227891
2022-05-13,Equity Equal Weight + Sentiment,0.02243928
2022-05-16,Equity Equal Weight + Sentiment,0.00174865
2022-05-17,Equity Equal Weight + Sentiment,0.01915426
2022-05-18,Equity Equal Weight + Sentiment,-0.02820623
2022-05-19,Equity Equal Weight + Sentiment,-0.00199049
2022-05-20,Equity Equal Weight + Sentiment,0.0008313
2022-05-23,Equity Equal Weight + Sentiment,0.01906841
2022-05-24,Equity Equal Weight + Sentiment,0.00039704
2022-05-25,Equity Equal Weight + Sentiment,0.0090216
2022-05-26,Equity Equal Weight + Sentiment,0.01522492
2022-05-27,Equity Equal Weight + Sentiment,0.01958191
2022-05-31,Equity Equal Weight + Sentiment,-0.00775555
2022-06-01,Equity Equal Weight + Sentiment,-0.00518008
2022-06-02,Equity Equal Weight + Sentiment,0.01445423
2022-06-03,Equity Equal Weight + Sentiment,-0.00808412
2022-06-06,Equity Equal Weight + Sentiment,-0.00049862
2022-06-07,Equity Equal Weight + Sentiment,0.01029077
2022-06-08,Equity Equal Weight + Sentiment,-0.01300114
2022-06-09,Equity Equal Weight + Sentiment,-0.0235875
2022-06-10,Equity Equal Weight + Sentiment,-0.02566137
2022-06-13,Equity Equal Weight + Sentiment,-0.04039196
2022-06-14,Equity Equal Weight + Sentiment,-0.00624916
2022-06-15,Equity Equal Weight + Sentiment,0.01075636
2022-06-16,Equity Equal Weight + Sentiment,-0.02923139
2022-06-17,Equity Equal Weight + Sentiment,-0.00450567
2022-06-21,Equity Equal Weight + Sentiment,0.02148324
2022-06-22,Equity Equal Weight + Sentiment,-0.00364802
2022-06-23,Equity Equal Weight + Sentiment,0.0023704
2022-06-24,Equity Equal Weight + Sentiment,0.02870912
2022-06-27,Equity Equal Weight + Sentiment,-0.00276169
2022-06-28,Equity Equal Weight + Sentiment,-0.00938606
2022-06-29,Equity Equal Weight + Sentiment,-0.00538525
2022-06-30,Equity Equal Weight + Sentiment,-0.00744491
2022-07-01,Equity Equal Weight + Sentiment,0.01053114
2022-07-05,Equity Equal Weight + Sentiment,-0.00649259
2022-07-06,Equity Equal Weight + Sentiment,-0.00016315
2022-07-07,Equity Equal Weight + Sentiment,0.01425824
2022-07-08,Equity Equal Weight + Sentiment,-0.00325701
2022-07-11,Equity Equal Weight + Sentiment,-0.00756916
2022-07-12,Equity Equal Weight + Sentiment,-0.00401108
2022-07-13,Equity Equal Weight + Sentiment,-0.00359472
2022-07-14,Equity Equal Weight + Sentiment,-0.00397582
2022-07-15,Equity Equal Weight + Sentiment,0.01853486
2022-07-18,Equity Equal Weight + Sentiment,-0.00321562
2022-07-19,Equity Equal Weight + Sentiment,0.02734789
2022-07-20,Equity Equal Weight + Sentiment,0.00273326
2022-07-21,Equity Equal Weight + Sentiment,0.00549251
2022-07-22,Equity Equal Weight + Sentiment,-0.00507664
2022-07-25,Equity Equal Weight + Sentiment,0.00378333
2022-07-26,Equity Equal Weight + Sentiment,-0.00502405
2022-07-27,Equity Equal Weight + Sentiment,0.01183556
2022-07-28,Equity Equal Weight + Sentiment,0.01034086
2022-07-29,Equity Equal Weight + Sentiment,0.00970497
2022-08-01,Equity Equal Weight + Sentiment,-0.00161977
2022-08-02,Equity Equal Weight + Sentiment,-0.00964761
2022-08-03,Equity Equal Weight + Sentiment,0.0060773
2022-08-04,Equity Equal Weight + Sentiment,-0.00195008
2022-08-05,Equity Equal Weight + Sentiment,0.00191146
2022-08-08,Equity Equal Weight + Sentiment,-0.00017392
2022-08-09,Equity Equal Weight + Sentiment,-0.00034407
2022-08-10,Equity Equal Weight + Sentiment,0.0163675
2022-08-11,Equity Equal Weight + Sentiment,0.00620648
2022-08-12,Equity Equal Weight + Sentiment,0.01471905
2022-08-15,Equity Equal Weight + Sentiment,0.00407213
2022-08-16,Equity Equal Weight + Sentiment,0.00265438
2022-08-17,Equity Equal Weight + Sentiment,-0.00783448
2022-08-18,Equity Equal Weight + Sentiment,0.004442
2022-08-19,Equity Equal Weight + Sentiment,-0.00833064
2022-08-22,Equity Equal Weight + Sentiment,-0.01917737
2022-08-23,Equity Equal Weight + Sentiment,0.00241973
2022-08-24,Equity Equal Weight + Sentiment,0.00242409
2022-08-25,Equity Equal Weight + Sentiment,0.01366538
2022-08-26,Equity Equal Weight + Sentiment,-0.02736913
2022-08-29,Equity Equal Weight + Sentiment,-0.00347123
2022-08-30,Equity Equal Weight + Sentiment,-0.01371484
2022-08-31,Equity Equal Weight + Sentiment,-0.00740039
2022-09-01,Equity Equal Weight + Sentiment,-0.00083643
2022-09-02,Equity Equal Weight + Sentiment,-0.009507
2022-09-06,Equity Equal Weight + Sentiment,-0.00391094
2022-09-07,Equity Equal Weight + Sentiment,0.01573722
2022-09-08,Equity Equal Weight + Sentiment,0.00574857
2022-09-09,Equity Equal Weight + Sentiment,0.01444439
2022-09-12,Equity Equal Weight + Sentiment,0.00843504
2022-09-13,Equity Equal Weight + Sentiment,-0.03982334
2022-09-14,Equity Equal Weight + Sentiment,0.00338679
2022-09-15,Equity Equal Weight + Sentiment,-0.01669595
2022-09-16,Equity Equal Weight + Sentiment,-0.00710782
2022-09-19,Equity Equal Weight + Sentiment,0.00611991
2022-09-20,Equity Equal Weight + Sentiment,-0.01545326
2022-09-21,Equity Equal Weight + Sentiment,-0.01679895
2022-09-22,Equity Equal Weight + Sentiment,-0.00912531
2022-09-23,Equity Equal Weight + Sentiment,-0.02212008
2022-09-26,Equity Equal Weight + Sentiment,-0.01610153
2022-09-27,Equity Equal Weight + Sentiment,-0.00380633
2022-09-28,Equity Equal Weight + Sentiment,0.02095807
2022-09-29,Equity Equal Weight + Sentiment,-0.01987425
2022-09-30,Equity Equal Weight + Sentiment,-0.01467325
2022-10-03,Equity Equal Weight + Sentiment,0.03208085
2022-10-04,Equity Equal Weight + Sentiment,0.02926084
2022-10-05,Equity Equal Weight + Sentiment,-0.00321666
2022-10-06,Equity Equal Weight + Sentiment,-0.01176678
2022-10-07,Equity Equal Weight + Sentiment,-0.02325659
2022-10-10,Equity Equal Weight + Sentiment,-0.00598069
2022-10-11,Equity Equal Weight + Sentiment,-0.00319843
2022-10-12,Equity Equal Weight + Sentiment,-0.00577219
2022-10-13,Equity Equal Weight + Sentiment,0.02967125
2022-10-14,Equity Equal Weight + Sentiment,-0.01836754
2022-10-17,Equity Equal Weight + Sentiment,0.02008833
2022-10-18,Equity Equal Weight + Sentiment,0.01190733
2022-10-19,Equity Equal Weight + Sentiment,-0.00785153
2022-10-20,Equity Equal Weight + Sentiment,-0.00417866
2022-10-21,Equity Equal Weight + Sentiment,0.02340335
2022-10-24,Equity Equal Weight + Sentiment,0.00831502
2022-10-25,Equity Equal Weight + Sentiment,0.01674643
2022-10-26,Equity Equal Weight + Sentiment,0.00550505
2022-10-27,Equity Equal Weight + Sentiment,-5.845e-05
2022-10-28,Equity Equal Weight + Sentiment,0.0239924
2022-10-31,Equity Equal Weight + Sentiment,-0.00743609
2022-11-01,Equity Equal Weight + Sentiment,0.00239328
2022-11-02,Equity Equal Weight + Sentiment,-0.01716155
2022-11-03,Equity Equal Weight + Sentiment,-0.00231272
2022-11-04,Equity Equal Weight + Sentiment,0.01825629
2022-11-07,Equity Equal Weight + Sentiment,0.00750595
2022-11-08,Equity Equal Weight + Sentiment,0.00651946
2022-11-09,Equity Equal Weight + Sentiment,-0.02144527
2022-11-10,Equity Equal Weight + Sentiment,0.04928735
2022-11-11,Equity Equal Weight + Sentiment,0.01182831
2022-11-14,Equity Equal Weight + Sentiment,-0.00860305
2022-11-15,Equity Equal Weight + Sentiment,0.00979959
2022-11-16,Equity Equal Weight + Sentiment,-0.01030596
2022-11-17,Equity Equal Weight + Sentiment,-0.00232918
2022-11-18,Equity Equal Weight + Sentiment,0.00500753
2022-11-21,Equity Equal Weight + Sentiment,0.00092362
2022-11-22,Equity Equal Weight + Sentiment,0.01474799
2022-11-23,Equity Equal Weight + Sentiment,0.00330022
2022-11-25,Equity Equal Weight + Sentiment,0.00074853
2022-11-28,Equity Equal Weight + Sentiment,-0.01840952
2022-11-29,Equity Equal Weight + Sentiment,0.00410027
2022-11-30,Equity Equal Weight + Sentiment,0.02368611
2022-12-01,Equity Equal Weight + Sentiment,-0.00029988
2022-12-02,Equity Equal Weight + Sentiment,0.00127412
2022-12-05,Equity Equal Weight + Sentiment,-0.01727475
2022-12-06,Equity Equal Weight + Sentiment,-0.01226641
2022-12-07,Equity Equal Weight + Sentiment,-0.00107989
2022-12-08,Equity Equal Weight + Sentiment,0.00721149
2022-12-09,Equity Equal Weight + Sentiment,-0.01034151
2022-12-12,Equity Equal Weight + Sentiment,0.01665312
2022-12-13,Equity Equal Weight + Sentiment,0.00862452
2022-12-14,Equity Equal Weight + Sentiment,-0.00863114
2022-12-15,Equity Equal Weight + Sentiment,-0.02151496
2022-12-16,Equity Equal Weight + Sentiment,-0.00960979
2022-12-19,Equity Equal Weight + Sentiment,-0.00666154
2022-12-20,Equity Equal Weight + Sentiment,0.00304724
2022-12-21,Equity Equal Weight + Sentiment,0.01793336
2022-12-22,Equity Equal Weight + Sentiment,-0.01145494
2022-12-23,Equity Equal Weight + Sentiment,0.00783936
2022-12-27,Equity Equal Weight + Sentiment,0.00037004
2022-12-28,Equity Equal Weight + Sentiment,-0.01286438
2022-12-29,Equity Equal Weight + Sentiment,0.01354369
2022-12-30,Equity Equal Weight + Sentiment,-0.00192294
2023-01-03,Equity Equal Weight + Sentiment,0.00198072
2023-01-04,Equity Equal Weight + Sentiment,0.01808955
2023-01-05,Equity Equal Weight + Sentiment,-0.00673256
2023-01-06,Equity Equal Weight + Sentiment,0.0232937
2023-01-09,Equity Equal Weight + Sentiment,0.00026201
2023-01-10,Equity Equal Weight + Sentiment,0.0075527
2023-01-11,Equity Equal Weight + Sentiment,0.00969214
2023-01-12,Equity Equal Weight + Sentiment,0.00707734
2023-01-13,Equity Equal Weight + Sentiment,0.00340866
2023-01-17,Equity Equal Weight + Sentiment,-0.00384494
2023-01-18,Equity Equal Weight + Sentiment,-0.01603513
2023-01-19,Equity Equal Weight + Sentiment,-0.00737655
2023-01-20,Equity Equal Weight + Sentiment,0.01517164
2023-01-23,Equity Equal Weight + Sentiment,0.01139763
2023-01-24,Equity Equal Weight + Sentiment,-0.00300657
2023-01-25,Equity Equal Weight + Sentiment,0.00168811
2023-01-26,Equity Equal Weight + Sentiment,0.00872216
2023-01-27,Equity Equal Weight + Sentiment,-0.0012565
2023-01-30,Equity Equal Weight + Sentiment,-0.01036353
2023-01-31,Equity Equal Weight + Sentiment,0.01179682
2023-02-01,Equity Equal Weight + Sentiment,0.00658953
2023-02-02,Equity Equal Weight + Sentiment,0.00022539
2023-02-03,Equity Equal Weight + Sentiment,-0.01257926
2023-02-06,Equity Equal Weight + Sentiment,-0.00461845
2023-02-07,Equity Equal Weight + Sentiment,0.01062168
2023-02-08,Equity Equal Weight + Sentiment,-0.00941205
2023-02-09,Equity Equal Weight + Sentiment,-0.00959153
2023-02-10,Equity Equal Weight + Sentiment,0.00773394
2023-02-13,Equity Equal Weight + Sentiment,0.00873106
2023-02-14,Equity Equal Weight + Sentiment,-0.00060396
2023-02-15,Equity Equal Weight + Sentiment,0.00014285
2023-02-16,Equity Equal Weight + Sentiment,-0.01387535
2023-02-17,Equity Equal Weight + Sentiment,-0.00298532
2023-02-21,Equity Equal Weight + Sentiment,-0.01736301
2023-02-22,Equity Equal Weight + Sentiment,-0.00558562
2023-02-23,Equity Equal Weight + Sentiment,0.00568786
2023-02-24,Equity Equal Weight + Sentiment,-0.00930953
2023-02-27,Equity Equal Weight + Sentiment,0.00168135
2023-02-28,Equity Equal Weight + Sentiment,-0.00425641
2023-03-01,Equity Equal Weight + Sentiment,-0.0011365
2023-03-02,Equity Equal Weight + Sentiment,0.01200485
2023-03-03,Equity Equal Weight + Sentiment,0.01309925
2023-03-06,Equity Equal Weight + Sentiment,-0.00162659
2023-03-07,Equity Equal Weight + Sentiment,-0.01689674
2023-03-08,Equity Equal Weight + Sentiment,0.00337397
2023-03-09,Equity Equal Weight + Sentiment,-0.01696178
2023-03-10,Equity Equal Weight + Sentiment,-0.01302895
2023-03-13,Equity Equal Weight + Sentiment,-0.0028485
2023-03-14,Equity Equal Weight + Sentiment,0.01461309
2023-03-15,Equity Equal Weight + Sentiment,-0.008917
2023-03-16,Equity Equal Weight + Sentiment,0.014275
2023-03-17,Equity Equal Weight + Sentiment,-0.01180711
2023-03-20,Equity Equal Weight + Sentiment,0.01106261
2023-03-21,Equity Equal Weight + Sentiment,0.00781784
2023-03-22,Equity Equal Weight + Sentiment,-0.01962583
2023-03-23,Equity Equal Weight + Sentiment,0.00188384
2023-03-24,Equity Equal Weight + Sentiment,0.00784901
2023-03-27,Equity Equal Weight + Sentiment,0.00408032
2023-03-28,Equity Equal Weight + Sentiment,0.00132681
2023-03-29,Equity Equal Weight + Sentiment,0.01567039
2023-03-30,Equity Equal Weight + Sentiment,0.00500234
2023-03-31,Equity Equal Weight + Sentiment,0.01235141
2023-04-03,Equity Equal Weight + Sentiment,0.00674562
2023-04-04,Equity Equal Weight + Sentiment,-0.00473458
2023-04-05,Equity Equal Weight + Sentiment,0.0036959
2023-04-06,Equity Equal Weight + Sentiment,-0.0001185
2023-04-10,Equity Equal Weight + Sentiment,0.00344738
2023-04-11,Equity Equal Weight + Sentiment,0.00240931
2023-04-12,Equity Equal Weight + Sentiment,-0.00228989
2023-04-13,Equity Equal Weight + Sentiment,0.00674361
2023-04-14,Equity Equal Weight + Sentiment,-0.00577161
2023-04-17,Equity Equal Weight + Sentiment,0.00479576
2023-04-18,Equity Equal Weight + Sentiment,0.00027001
2023-04-19,Equity Equal Weight + Sentiment,0.00225804
2023-04-20,Equity Equal Weight + Sentiment,-0.00706348
2023-04-21,Equity Equal Weight + Sentiment,-0.00101125
2023-04-24,Equity Equal Weight + Sentiment,0.0015384
2023-04-25,Equity Equal Weight + Sentiment,-0.01505744
2023-04-26,Equity Equal Weight + Sentiment,-0.01246278
2023-04-27,Equity Equal Weight + Sentiment,0.01457554
2023-04-28,Equity Equal Weight + Sentiment,0.00954737
2023-05-01,Equity Equal Weight + Sentiment,-0.00324182
2023-05-02,Equity Equal Weight + Sentiment,-0.01667955
2023-05-03,Equity Equal Weight + Sentiment,-0.01219083
2023-05-04,Equity Equal Weight + Sentiment,-0.00493665
2023-05-05,Equity Equal Weight + Sentiment,0.01753059
2023-05-08,Equity Equal Weight + Sentiment,-0.0006107
2023-05-09,Equity Equal Weight + Sentiment,-0.00427123
2023-05-10,Equity Equal Weight + Sentiment,-0.00170719
2023-05-11,Equity Equal Weight + Sentiment,-0.00894829
2023-05-12,Equity Equal Weight + Sentiment,-0.00070922
2023-05-15,Equity Equal Weight + Sentiment,0.00456381
2023-05-16,Equity Equal Weight + Sentiment,-0.01597266
2023-05-17,Equity Equal Weight + Sentiment,0.01219271
2023-05-18,Equity Equal Weight + Sentiment,0.00570617
2023-05-19,Equity Equal Weight + Sentiment,-0.00236343
2023-05-22,Equity Equal Weight + Sentiment,0.00050208
2023-05-23,Equity Equal Weight + Sentiment,-0.00720648
2023-05-24,Equity Equal Weight + Sentiment,-0.00911512
2023-05-25,Equity Equal Weight + Sentiment,0.00041122
2023-05-26,Equity Equal Weight + Sentiment,0.00868227
2023-05-30,Equity Equal Weight + Sentiment,-0.00197962
2023-05-31,Equity Equal Weight + Sentiment,-0.0046973
2023-06-01,Equity Equal Weight + Sentiment,0.00527117
2023-06-02,Equity Equal Weight + Sentiment,0.0192808
2023-06-05,Equity Equal Weight + Sentiment,-0.00579381
2023-06-06,Equity Equal Weight + Sentiment,0.00438318
2023-06-07,Equity Equal Weight + Sentiment,0.00813369
2023-06-08,Equity Equal Weight + Sentiment,0.00421588
2023-06-09,Equity Equal Weight + Sentiment,-0.00269529
2023-06-12,Equity Equal Weight + Sentiment,0.00520814
2023-06-13,Equity Equal Weight + Sentiment,0.00719058
2023-06-14,Equity Equal Weight + Sentiment,0.00026216
2023-06-15,Equity Equal Weight + Sentiment,0.00995532
2023-06-16,Equity Equal Weight + Sentiment,0.00060627
2023-06-20,Equity Equal Weight + Sentiment,-0.01254711
2023-06-21,Equity Equal Weight + Sentiment,-0.00327593
2023-06-22,Equity Equal Weight + Sentiment,-0.0054702
2023-06-23,Equity Equal Weight + Sentiment,-0.00740798
2023-06-26,Equity Equal Weight + Sentiment,0.00667175
2023-06-27,Equity Equal Weight + Sentiment,0.00712846
2023-06-28,Equity Equal Weight + Sentiment,-0.0017799
2023-06-29,Equity Equal Weight + Sentiment,0.00613928
2023-06-30,Equity Equal Weight + Sentiment,0.00841305
2023-07-03,Equity Equal Weight + Sentiment,0.00580135
2023-07-05,Equity Equal Weight + Sentiment,-0.00411066
2023-07-06,Equity Equal Weight + Sentiment,-0.0121528
2023-07-07,Equity Equal Weight + Sentiment,0.00049286
2023-07-10,Equity Equal Weight + Sentiment,0.00467227
2023-07-11,Equity Equal Weight + Sentiment,0.01394013
2023-07-12,Equity Equal Weight + Sentiment,0.0083096
2023-07-13,Equity Equal Weight + Sentiment,0.00583096
2023-07-14,Equity Equal Weight + Sentiment,-0.00655077
2023-07-17,Equity Equal Weight + Sentiment,-0.00358209
2023-07-18,Equity Equal Weight + Sentiment,0.00566931
2023-07-19,Equity Equal Weight + Sentiment,0.00636739
2023-07-20,Equity Equal Weight + Sentiment,0.00160564
2023-07-21,Equity Equal Weight + Sentiment,0.00459455
2023-07-24,Equity Equal Weight + Sentiment,0.00538095
2023-07-25,Equity Equal Weight + Sentiment,0.00330231
2023-07-26,Equity Equal Weight + Sentiment,0.00191695
2023-07-27,Equity Equal Weight + Sentiment,-0.00474556
2023-07-28,Equity Equal Weight + Sentiment,0.00415405
2023-07-31,Equity Equal Weight + Sentiment,0.00427885
2023-08-01,Equity Equal Weight + Sentiment,-0.0034791
2023-08-02,Equity Equal Weight + Sentiment,-0.01360213
2023-08-03,Equity Equal Weight + Sentiment,-0.00512109
2023-08-04,Equity Equal Weight + Sentiment,-0.00197552
2023-08-07,Equity Equal Weight + Sentiment,0.00786505
2023-08-08,Equity Equal Weight + Sentiment,-0.00348645
2023-08-09,Equity Equal Weight + Sentiment,-0.00182634
2023-08-10,Equity Equal Weight + Sentiment,0.00087888
2023-08-11,Equity Equal Weight + Sentiment,0.00168723
2023-08-14,Equity Equal Weight + Sentiment,0.00177764
2023-08-15,Equity Equal Weight + Sentiment,-0.01310542
2023-08-16,Equity Equal Weight + Sentiment,-0.00826784
2023-08-17,Equity Equal Weight + Sentiment,-0.00467529
2023-08-18,Equity Equal Weight + Sentiment,0.00177013
2023-08-21,Equity Equal Weight + Sentiment,-0.00044014
2023-08-22,Equity Equal Weight + Sentiment,-0.00479737
2023-08-23,Equity Equal Weight + Sentiment,0.00739184
2023-08-24,Equity Equal Weight + Sentiment,-0.0121795
2023-08-25,Equity Equal Weight + Sentiment,0.00483507
2023-08-28,Equity Equal Weight + Sentiment,0.00824896
2023-08-29,Equity Equal Weight + Sentiment,0.01191953
2023-08-30,Equity Equal Weight + Sentiment,0.00158837
2023-08-31,Equity Equal Weight + Sentiment,-0.00301401
2023-09-01,Equity Equal Weight + Sentiment,0.00398969
2023-09-05,Equity Equal Weight + Sentiment,-0.00851765
2023-09-06,Equity Equal Weight + Sentiment,-0.00416244
2023-09-07,Equity Equal Weight + Sentiment,5.038e-05
2023-09-08,Equity Equal Weight + Sentiment,0.00258123
2023-09-11,Equity Equal Weight + Sentiment,0.00285208
2023-09-12,Equity Equal Weight + Sentiment,0.00220952
2023-09-13,Equity Equal Weight + Sentiment,-0.00081957
2023-09-14,Equity Equal Weight + Sentiment,0.01222597
2023-09-15,Equity Equal Weight + Sentiment,-0.01064556
2023-09-18,Equity Equal Weight + Sentiment,-0.00021119
2023-09-19,Equity Equal Weight + Sentiment,-0.00431449
2023-09-20,Equity Equal Weight + Sentiment,-0.00526183
2023-09-21,Equity Equal Weight + Sentiment,-0.01882847
2023-09-22,Equity Equal Weight + Sentiment,-0.00324261
2023-09-25,Equity Equal Weight + Sentiment,0.00194851
2023-09-26,Equity Equal Weight + Sentiment,-0.01203939
2023-09-27,Equity Equal Weight + Sentiment,-0.00154324
2023-09-28,Equity Equal Weight + Sentiment,0.00410839
2023-09-29,Equity Equal Weight + Sentiment,-0.00107284
2023-10-02,Equity Equal Weight + Sentiment,-0.01427873
2023-10-03,Equity Equal Weight + Sentiment,-0.00864809
2023-10-04,Equity Equal Weight + Sentiment,0.00144648
2023-10-05,Equity Equal Weight + Sentiment,-0.00204876
2023-10-06,Equity Equal Weight + Sentiment,0.01047735
2023-10-09,Equity Equal Weight + Sentiment,0.00871273
2023-10-10,Equity Equal Weight + Sentiment,0.00834293
2023-10-11,Equity Equal Weight + Sentiment,0.00346725
2023-10-12,Equity Equal Weight + Sentiment,-0.00833495
2023-10-13,Equity Equal Weight + Sentiment,0.00135266
2023-10-16,Equity Equal Weight + Sentiment,0.01002056
2023-10-17,Equity Equal Weight + Sentiment,0.00255798
2023-10-18,Equity Equal Weight + Sentiment,-0.01435308
2023-10-19,Equity Equal Weight + Sentiment,-0.00917896
2023-10-20,Equity Equal Weight + Sentiment,-0.00885072
2023-10-23,Equity Equal Weight + Sentiment,-0.00674282
2023-10-24,Equity Equal Weight + Sentiment,0.01125117
2023-10-25,Equity Equal Weight + Sentiment,-0.01185386
2023-10-26,Equity Equal Weight + Sentiment,-0.0022072
2023-10-27,Equity Equal Weight + Sentiment,-0.01032919
2023-10-30,Equity Equal Weight + Sentiment,0.01001997
2023-10-31,Equity Equal Weight + Sentiment,0.00609618
2023-11-01,Equity Equal Weight + Sentiment,0.00529783
2023-11-02,Equity Equal Weight + Sentiment,0.02570717
2023-11-03,Equity Equal Weight + Sentiment,0.01262766
2023-11-06,Equity Equal Weight + Sentiment,-0.00452106
2023-11-07,Equity Equal Weight + Sentiment,-0.00364884
2023-11-08,Equity Equal Weight + Sentiment,-0.00125258
2023-11-09,Equity Equal Weight + Sentiment,-0.00914417
2023-11-10,Equity Equal Weight + Sentiment,0.01069497
2023-11-13,Equity Equal Weight + Sentiment,-0.00127094
2023-11-14,Equity Equal Weight + Sentiment,0.02469791
2023-11-15,Equity Equal Weight + Sentiment,0.00527654
2023-11-16,Equity Equal Weight + Sentiment,0.00075315
2023-11-17,Equity Equal Weight + Sentiment,0.00306745
2023-11-20,Equity Equal Weight + Sentiment,0.00440293
2023-11-21,Equity Equal Weight + Sentiment,-0.00220908
2023-11-22,Equity Equal Weight + Sentiment,0.0016996
2023-11-24,Equity Equal Weight + Sentiment,0.00241368
2023-11-27,Equity Equal Weight + Sentiment,0.00055032
2023-11-28,Equity Equal Weight + Sentiment,0.00206807
2023-11-29,Equity Equal Weight + Sentiment,0.00459087
2023-11-30,Equity Equal Weight + Sentiment,0.00625233
2023-12-01,Equity Equal Weight + Sentiment,0.00916941
2023-12-04,Equity Equal Weight + Sentiment,-0.00190823
2023-12-05,Equity Equal Weight + Sentiment,-0.00499528
2023-12-06,Equity Equal Weight + Sentiment,-0.00068847
2023-12-07,Equity Equal Weight + Sentiment,0.0052433
2023-12-08,Equity Equal Weight + Sentiment,0.00307745
2023-12-11,Equity Equal Weight + Sentiment,0.00690032
2023-12-12,Equity Equal Weight + Sentiment,0.00081943
2023-12-13,Equity Equal Weight + Sentiment,0.02085962
2023-12-14,Equity Equal Weight + Sentiment,0.01396518
2023-12-15,Equity Equal Weight + Sentiment,-0.00295761
2023-12-18,Equity Equal Weight + Sentiment,-0.00129106
2023-12-19,Equity Equal Weight + Sentiment,0.00810253
2023-12-20,Equity Equal Weight + Sentiment,-0.01482475
2023-12-21,Equity Equal Weight + Sentiment,0.00815934
2023-12-22,Equity Equal Weight + Sentiment,0.00187919
2023-12-26,Equity Equal Weight + Sentiment,0.00662324
2023-12-27,Equity Equal Weight + Sentiment,0.00154386
2023-12-28,Equity Equal Weight + Sentiment,0.0013175
2023-12-29,Equity Equal Weight + Sentiment,-0.00306163
2022-01-03,Equity Minimum Variance + Sentiment,-0.00133591
2022-01-04,Equity Minimum Variance + Sentiment,-0.00144614
2022-01-05,Equity Minimum Variance + Sentiment,0.0006309
2022-01-06,Equity Minimum Variance + Sentiment,-0.00913277
2022-01-07,Equity Minimum Variance + Sentiment,0.00410743
2022-01-10,Equity Minimum Variance + Sentiment,-0.00186051
2022-01-11,Equity Minimum Variance + Sentiment,0.00447274
2022-01-12,Equity Minimum Variance + Sentiment,0.00448095
2022-01-13,Equity Minimum Variance + Sentiment,-0.00131202
2022-01-14,Equity Minimum Variance + Sentiment,-0.00116094
2022-01-18,Equity Minimum Variance + Sentiment,-0.00351267
2022-01-19,Equity Minimum Variance + Sentiment,0.00745058
2022-01-20,Equity Minimum Variance + Sentiment,-0.01261023
2022-01-21,Equity Minimum Variance + Sentiment,-0.00340082
2022-01-24,Equity Minimum Variance + Sentiment,-0.00329848
2022-01-25,Equity Minimum Variance + Sentiment,-0.00538644
2022-01-26,Equity Minimum Variance + Sentiment,-0.0129258
2022-01-27,Equity Minimum Variance + Sentiment,0.00111603
2022-01-28,Equity Minimum Variance + Sentiment,0.00967974
2022-01-31,Equity Minimum Variance + Sentiment,0.00823498
2022-02-01,Equity Minimum Variance + Sentiment,0.00073593
2022-02-02,Equity Minimum Variance + Sentiment,0.00752476
2022-02-03,Equity Minimum Variance + Sentiment,-0.00497973
2022-02-04,Equity Minimum Variance + Sentiment,-0.00820839
2022-02-07,Equity Minimum Variance + Sentiment,0.00214758
2022-02-08,Equity Minimum Variance + Sentiment,-0.00085185
2022-02-09,Equity Minimum Variance + Sentiment,0.00065403
2022-02-10,Equity Minimum Variance + Sentiment,-0.01522813
2022-02-11,Equity Minimum Variance + Sentiment,0.00111568
2022-02-14,Equity Minimum Variance + Sentiment,-0.00495359
2022-02-15,Equity Minimum Variance + Sentiment,0.00311296
2022-02-16,Equity Minimum Variance + Sentiment,-0.00041013
2022-02-17,Equity Minimum Variance + Sentiment,0.00229854
2022-02-18,Equity Minimum Variance + Sentiment,-0.00491441
2022-02-22,Equity Minimum Variance + Sentiment,-0.00508034
2022-02-23,Equity Minimum Variance + Sentiment,0.00140948
2022-02-24,Equity Minimum Variance + Sentiment,-0.007535
2022-02-25,Equity Minimum Variance + Sentiment,0.02241779
2022-02-28,Equity Minimum Variance + Sentiment,-0.00988747
2022-03-01,Equity Minimum Variance + Sentiment,0.00041899
2022-03-02,Equity Minimum Variance + Sentiment,0.01087974
2022-03-03,Equity Minimum Variance + Sentiment,0.00894282
2022-03-04,Equity Minimum Variance + Sentiment,0.01073095
2022-03-07,Equity Minimum Variance + Sentiment,-0.00568072
